Augustine of Hippo
Unknown
Unknown
George Reeves
Abraham Lincoln
Unknown
Unknown
Unknown
Tony Robbins
Anaïs Nin
Unknown
Unknown
Charlie Gilkey
Bobby Orr
Marcus Tullius Cicero
Unknown
Thomas Carlyle
Winston Churchill
Unknown
Plato
George Santanaya
Anthony Bourdain
André Gide
Paramahansa Yogananda
Tony Robbins
Unknown
Al Goldstein
Socrates
Augustine of Hippo
Helen Keller
Confucius
Roman proverb
Tim Cook
Mark Twain
Japanese proverb
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Marcus Aurelius
Unknown
Unknown
Unknown
Johann Wolfgang von Goethe
Unknown
Unknown
Greg Anderson
Theodore Roosevelt
Christopher Reeve
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown




